Epoch,Accuracy,Precision,Recall,F1 Score
55,79.89552690609064,0.7961490989837937,0.7989552690609064,0.7684234482945711
56,79.87689871698348,0.7952043157297242,0.7987689871698348,0.7677330871620919
57,79.9483067752276,0.7941466163707396,0.7994830677522762,0.76893714218107
58,79.9428735534047,0.7960658386810343,0.7994287355340469,0.768409781254827
59,79.98168228071128,0.7970661832306188,0.7998168228071129,0.7689692876633079
60,79.98323462980355,0.7949987750733154,0.7998323462980355,0.7692156496773421
61,79.9964295970878,0.7961480024973888,0.7999642959708779,0.7689351829261942
62,80.00263899345686,0.7957858901682623,0.8000263899345685,0.7690534963775728
63,79.96693496433478,0.7947074190152349,0.7996693496433478,0.7688424111472747
64,79.97857758252675,0.7958013836360585,0.7997857758252676,0.7690289192999024
65,80.02126718256402,0.7963534448816986,0.8002126718256402,0.7687473795619776
66,80.01505778619496,0.7964124641481575,0.8001505778619495,0.7693809056315144
67,80.05076181531703,0.7961227938284086,0.8005076181531703,0.7699160378407567
68,80.15787390268324,0.7983503732176426,0.8015787390268323,0.7712279433062298
69,80.19357793180531,0.7994787955631264,0.801935779318053,0.7715503821347994
70,79.98323462980355,0.7937348172993275,0.7998323462980355,0.7686522060386157
71,79.9964295970878,0.7960930740771803,0.7999642959708779,0.7692459971540223
72,80.01816248437949,0.7953852440182515,0.8001816248437948,0.7689747309029166
73,80.09733228808494,0.7982129718321436,0.8009733228808494,0.7699185039771782
74,80.08336114625457,0.7970302643445635,0.8008336114625457,0.7698698526515646
75,80.103541684454,0.7973020298748177,0.80103541684454,0.7699436044107174
76,80.08491349534684,0.7944386674234362,0.8008491349534683,0.770268807417928
77,80.1547692044987,0.7981795356071694,0.8015476920449871,0.770964060456131
78,80.14700745903738,0.7978744959583098,0.8014700745903739,0.7710113437202805
79,80.14933598267578,0.7981910721183242,0.8014933598267578,0.7715039350976859
80,80.08801819353135,0.7943294729469255,0.8008801819353136,0.7706482042300783
81,80.15865007722937,0.7962649796843676,0.8015865007722937,0.7715129877063809
82,80.13381249175315,0.794664197317755,0.8013381249175314,0.7709605768586005
83,80.10198933536174,0.7955054702708441,0.8010198933536173,0.7707856240781303
84,80.15554537904484,0.7961368964073828,0.8015554537904483,0.7711752761072197
85,80.13536484084541,0.7950718270996607,0.8013536484084541,0.771397238610199
86,80.21841551728153,0.7995232193760327,0.8021841551728153,0.7717992444312021
87,80.1547692044987,0.7955831503381126,0.8015476920449871,0.7711153998784294
88,80.15166450631418,0.7963503565599456,0.8015166450631418,0.7710993913630992
89,80.18115913906719,0.7970048255143691,0.8018115913906719,0.7715758324800227
90,80.21142994636634,0.7966868956934247,0.8021142994636634,0.7714788737588866
91,80.26964303732623,0.797694761271421,0.8026964303732623,0.7727243178733243
92,80.2688668627801,0.7977072557263726,0.802688668627801,0.7725851842781329
93,80.22307256455832,0.7967243018180734,0.8022307256455832,0.7728501771367688
94,80.29292827371019,0.799399551961747,0.802929282737102,0.7729870565059886
95,80.22695343728898,0.7962709904162748,0.8022695343728897,0.7725612901264046
96,80.29292827371019,0.7976551236133076,0.802929282737102,0.7733222928452158
97,80.18814470998238,0.7967047280890787,0.8018814470998238,0.7717831023684404
98,80.23549135729643,0.7957686905986703,0.8023549135729643,0.7723580466782997
99,80.24247692821162,0.7968767419575845,0.8024247692821161,0.7724188293410249
100,80.20444437545115,0.7968102499111055,0.8020444437545116,0.7720895171505682
